date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
14-47-21,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-47-31,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-47-41,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-47-51,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-01,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-11,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-21,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-31,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-41,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-48-51,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-49-01,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-49-11,0,42,0,0,0,0,0,0,0,0,0,0,0,31,0,0
14-49-21,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-49-31,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-49-41,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-49-51,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-50-01,0,43,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-50-11,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-50-21,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-50-31,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-50-41,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-50-51,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-51-01,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-51-11,0,43,0,0,0,0,0,0,0,0,0,0,0,31,0,0
14-51-21,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-51-31,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-51-41,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-51-51,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-52-01,0,43,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-52-11,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-52-21,0,42,0,0,0,31,0,0,0,0,0,0,0,33,0,0
14-52-31,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-52-41,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-52-51,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-53-01,0,43,0,0,0,31,0,0,0,0,0,0,0,32,0,0
14-53-11,0,45,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-53-21,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-53-31,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-53-41,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-53-51,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-54-01,0,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-54-11,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-54-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-54-31,0,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-54-41,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-54-51,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-01,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-11,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-21,0,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-31,0,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-41,0,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-55-51,0,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0
14-56-01,0,42,36,0,0,0,0,0,0,0,0,0,0,31,0,0
14-56-11,0,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-56-21,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-56-31,0,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-56-41,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-56-51,0,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-01,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-11,0,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-21,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-31,0,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-41,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0
14-57-51,0,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-01,0,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-11,0,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-21,0,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-41,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-58-51,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0
14-59-01,0,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-59-11,0,44,34,0,0,0,0,0,0,0,0,0,0,31,0,0
14-59-21,0,47,31,0,0,0,0,0,0,0,0,0,0,33,0,0
14-59-31,0,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0
14-59-41,0,44,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-59-51,0,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-64-79,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0
14-85-48,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-85-98,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-86-04,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-86-05,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-86-10,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-89-39,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-90-24,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
14-90-35,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
15-00-01,0,43,33,0,0,0,0,0,0,0,0,0,0,31,0,0
15-00-11,0,44,33,0,0,0,0,0,0,0,0,0,0,33,0,0
15-00-21,0,44,33,0,0,0,0,0,0,0,0,0,0,33,0,0
15-00-31,0,44,32,0,0,0,0,0,0,0,0,0,0,33,0,0
15-00-41,0,43,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-00-51,0,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-01-01,0,44,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-01-11,0,44,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-01-21,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-01-31,0,37,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-01-41,0,36,32,0,0,0,0,0,0,0,0,0,0,34,0,0
15-01-51,0,37,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-02-01,0,38,31,0,0,31,0,0,0,0,0,0,0,35,0,0
15-02-11,0,38,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-02-21,0,37,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-02-31,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-41,0,39,0,0,0,31,0,0,0,0,0,0,0,31,0,0
15-02-51,0,39,0,0,0,31,0,0,0,0,0,0,0,0,0,0
15-03-01,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-03-11,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-03-21,0,40,0,0,0,31,0,0,0,0,0,0,0,31,0,0
15-03-31,0,39,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-03-41,0,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0
15-03-51,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-04-01,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-04-11,0,39,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-04-21,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-04-31,0,39,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-04-41,0,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-04-51,0,39,31,0,0,31,0,0,0,0,0,0,0,0,0,0
15-05-01,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-05-11,0,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-05-21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-05-31,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-05-41,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-05-51,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-01,0,38,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-06-11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-06-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-06-31,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-06-41,0,39,32,0,0,0,0,0,0,0,0,0,0,33,0,0
15-06-46,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
15-06-51,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-07-01,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-07-11,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-07-21,0,39,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-07-31,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-07-41,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-07-51,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-08-01,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-08-11,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-08-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-08-31,0,38,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-08-41,0,40,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-08-50,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
15-08-51,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-09-01,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-09-11,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-09-21,0,38,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-09-31,0,39,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-09-36,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
15-09-41,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-09-51,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-10-01,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-10-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-10-21,0,39,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-10-31,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-10-41,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-10-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-11-01,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-11-11,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-11-21,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-11-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-11-41,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-11-51,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-12-01,0,39,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-12-11,0,39,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-12-21,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-12-31,0,43,35,0,0,0,0,0,0,0,0,0,0,37,0,0
15-12-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-12-51,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-13-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-13-11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-13-21,0,40,32,0,0,0,0,0,0,0,0,0,0,32,0,0
15-13-31,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-13-41,0,38,33,0,0,0,0,0,0,0,0,0,0,34,0,0
15-13-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-14-01,0,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-14-11,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-14-21,0,38,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-14-31,0,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-14-41,0,38,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-14-51,0,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-15-01,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-15-11,0,39,32,0,0,0,0,0,0,0,0,0,0,33,0,0
15-15-21,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-15-31,0,40,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-15-41,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-15-51,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-16-01,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-16-11,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-16-21,0,39,32,0,0,0,0,0,0,0,0,0,0,32,0,0
15-16-31,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-16-41,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-16-51,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-17-01,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-17-11,0,39,33,0,0,0,0,0,0,0,0,0,0,33,0,0
15-17-21,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-17-31,0,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0
15-17-41,0,40,32,0,0,0,0,0,0,0,0,0,0,37,0,0
15-17-51,0,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0
15-18-01,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-18-11,0,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-18-21,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-18-31,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-18-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-18-51,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-19-01,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-19-11,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-19-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-19-31,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-19-41,0,40,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-19-51,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-20-01,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-20-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-20-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-20-31,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-20-41,0,40,0,0,0,31,0,0,0,0,0,0,0,35,0,0
15-20-51,0,39,31,0,0,0,0,0,0,0,0,0,0,37,0,0
15-21-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-21-11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-21-21,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-21-31,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-21-41,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-21-51,0,39,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-22-01,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-22-11,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-22-21,0,39,32,0,0,0,0,0,0,0,0,0,0,31,0,0
15-22-31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-22-41,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-22-51,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-23-01,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-23-11,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-23-21,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-23-31,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-23-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-23-51,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-24-01,0,39,32,0,0,0,0,0,0,0,0,0,0,33,0,0
15-24-11,0,41,33,0,0,0,0,0,0,0,0,0,0,36,0,0
15-24-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-24-31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-24-41,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-24-51,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-25-01,0,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0
15-25-11,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-25-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-25-31,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-25-41,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-25-51,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-26-01,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-26-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-26-21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-26-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-26-41,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-26-51,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-27-01,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-27-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-27-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-27-31,0,41,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-27-41,0,41,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-27-51,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-28-01,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-28-11,0,39,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-28-21,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-28-31,0,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-28-41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-28-51,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-29-01,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-29-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-29-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-29-31,0,39,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-29-41,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-29-51,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-30-01,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-30-11,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-30-21,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-30-31,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-30-41,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-30-51,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-31-01,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-31-11,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-31-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-31-31,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-31-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-31-51,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-32-01,0,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-32-11,0,40,0,0,0,0,0,0,0,0,0,0,0,37,0,0
15-32-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-32-31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-32-41,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-32-51,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-33-01,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-33-11,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-33-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-33-31,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-33-41,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-33-51,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-34-01,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-34-11,0,40,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-34-21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-34-31,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-34-41,0,39,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-34-51,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-35-01,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-35-11,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-35-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-35-31,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-35-41,0,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-35-51,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-36-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-36-11,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-36-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-36-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-36-41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-36-51,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-37-01,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-37-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-37-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-37-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-37-41,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-37-51,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-38-01,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-38-11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-38-21,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-38-31,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-38-41,0,40,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-38-51,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-39-01,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-39-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-39-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-39-31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-39-41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-39-51,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-40-01,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-40-11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-40-21,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-40-31,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-40-41,0,39,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-40-51,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-41-01,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-41-11,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-41-21,0,46,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-41-31,0,45,32,0,0,0,0,0,0,0,0,0,0,34,0,0
15-41-41,0,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-41-51,0,46,32,0,0,0,0,0,0,0,0,0,0,33,0,0
15-42-01,0,45,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-42-11,0,45,33,0,0,33,0,0,0,0,0,0,0,0,0,0
15-42-21,0,46,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-42-31,0,45,0,0,0,31,0,0,0,0,0,0,0,0,0,0
15-42-41,0,45,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-42-51,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-43-01,0,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0
15-43-11,0,46,31,0,0,0,0,0,0,0,0,0,0,34,0,0
15-43-21,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-43-31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-43-41,0,46,0,0,0,0,0,0,0,0,0,0,0,37,0,0
15-43-51,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-44-01,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-44-11,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-44-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-44-31,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-44-41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-44-51,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-45-01,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-45-11,0,39,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-45-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-45-31,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-45-41,0,41,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-45-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-46-01,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-46-11,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
