date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
12-46-01,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
12-46-11,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
12-46-21,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
12-46-31,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
12-46-41,0,0,0,0,0,32,0,0,0,0,0,0,0,48,0,0
12-46-51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,0
12-47-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-47-21,0,32,0,0,0,34,0,0,0,0,0,0,0,50,32,0
12-47-31,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,0
12-47-41,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-47-51,0,0,0,0,0,0,32,0,0,0,0,0,0,49,32,0
12-48-01,0,0,0,0,0,32,0,0,0,0,0,0,0,48,32,0
12-48-11,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-48-21,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-48-31,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
12-48-41,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
12-48-51,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-49-01,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,0
12-49-11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,0
12-49-21,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-49-31,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
12-49-41,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-49-51,0,0,0,0,0,0,34,0,0,0,0,0,0,47,0,0
12-50-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-50-11,0,0,34,0,0,0,32,0,0,0,0,0,0,49,37,0
12-50-21,0,0,0,0,0,0,35,0,0,0,0,0,0,46,0,0
12-50-31,0,0,0,0,0,0,34,0,0,0,0,0,0,50,33,0
12-50-41,0,0,37,0,0,0,34,0,0,0,0,0,0,49,0,0
12-50-51,0,0,39,32,0,0,0,0,0,0,0,0,0,49,34,0
12-51-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,0
12-51-11,0,0,0,32,0,32,32,0,0,0,0,0,0,46,0,0
12-51-21,0,0,37,0,0,0,33,0,0,0,0,0,0,47,0,0
12-51-31,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-51-41,0,0,38,32,0,0,0,0,0,0,0,0,0,48,34,0
12-51-51,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-52-01,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-52-11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-52-21,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-52-31,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
12-52-41,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
12-52-51,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
12-53-01,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-53-11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-53-21,0,0,0,0,0,34,0,0,0,0,0,0,0,49,0,0
12-53-31,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-53-41,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-53-51,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-54-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-54-11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-54-21,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-54-31,0,0,0,0,0,0,32,0,0,0,0,0,0,48,0,0
12-54-41,0,0,0,0,0,32,33,0,0,0,0,0,0,49,0,0
12-54-51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-55-01,0,0,0,0,0,38,0,0,0,0,0,0,0,47,0,0
12-55-11,0,0,0,0,0,40,0,0,0,0,0,0,0,48,0,0
12-55-21,0,0,0,0,0,37,0,0,0,0,0,0,0,49,0,0
12-55-31,0,0,0,0,0,35,32,0,0,0,0,0,0,44,0,0
12-55-41,0,37,0,0,0,34,33,0,0,0,0,0,0,47,0,0
12-55-51,0,0,0,0,0,38,32,0,0,0,0,0,0,50,0,0
12-56-01,0,0,0,0,0,37,33,0,0,0,0,0,0,50,0,0
12-56-11,0,0,0,0,0,37,0,0,0,0,0,0,0,48,0,0
12-56-21,0,0,0,0,0,39,0,0,0,0,0,0,0,48,0,0
12-56-31,0,0,0,0,0,39,0,0,0,0,0,0,0,48,0,0
12-56-41,0,0,0,0,0,36,0,0,0,0,0,0,0,48,0,0
12-56-51,0,0,0,0,0,38,0,0,0,0,0,0,0,49,0,0
12-57-01,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0
12-57-11,0,0,0,0,0,38,0,0,0,0,0,0,0,49,0,0
12-57-21,0,0,0,0,0,37,0,0,0,0,0,0,0,48,0,0
12-57-31,0,0,0,0,0,36,0,0,0,0,0,0,0,48,0,0
12-57-41,0,0,0,0,0,39,0,0,0,0,0,0,0,47,0,0
12-57-51,0,0,0,0,0,37,0,0,0,0,0,0,0,50,0,0
12-58-01,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0
12-58-11,0,0,0,0,0,37,0,0,0,0,0,0,0,47,0,0
12-58-21,0,0,0,0,0,36,0,0,0,0,0,0,0,48,0,0
12-58-31,0,0,0,0,0,39,0,0,0,0,0,0,0,49,0,0
12-58-41,0,0,0,0,0,39,0,0,0,0,0,0,0,50,0,0
12-58-51,0,0,0,0,0,39,0,0,0,0,0,0,0,49,0,0
12-59-01,0,0,0,0,0,36,0,0,0,0,0,0,0,49,0,0
12-59-11,0,32,0,0,0,37,0,0,0,0,0,0,0,49,0,0
12-59-21,0,0,0,0,0,34,0,0,0,0,0,0,0,47,0,0
12-59-31,0,32,0,0,0,39,0,0,0,0,0,0,0,50,0,0
12-59-41,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-59-51,0,0,0,0,0,35,0,0,0,0,0,0,0,49,0,0
13-00-01,0,0,0,0,0,34,0,0,0,0,0,0,0,46,0,0
13-00-11,0,0,0,0,0,32,0,0,0,0,0,0,0,48,0,0
13-00-21,0,0,0,0,0,34,0,0,0,0,0,0,0,48,0,0
13-00-31,0,0,0,0,0,35,0,0,0,0,0,0,0,48,0,0
13-00-41,0,0,0,0,0,36,0,0,0,0,0,0,0,48,0,0
13-00-51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
13-01-01,0,0,0,0,0,34,0,0,0,0,0,0,0,43,0,0
13-01-11,0,0,0,0,0,32,0,0,0,0,0,0,0,46,32,0
13-01-21,0,0,0,0,0,34,0,0,0,0,0,0,0,50,40,0
13-01-31,0,0,0,0,0,37,0,0,0,0,0,0,0,48,41,0
13-01-41,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,0
13-01-51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-02-21,0,0,0,0,0,32,0,0,0,0,0,0,0,51,62,0
13-02-31,0,0,0,0,0,0,0,0,0,0,0,0,0,51,59,0
13-02-41,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,0
13-02-51,0,0,0,0,0,35,0,0,0,0,0,0,0,51,61,0
13-03-01,0,0,0,0,0,35,0,0,0,0,0,0,0,48,62,0
13-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-03-21,0,0,0,0,0,37,0,0,0,0,0,0,0,51,62,0
13-03-31,0,36,0,0,0,33,0,0,0,0,0,0,0,51,62,0
13-03-41,0,32,0,0,0,0,32,0,0,0,0,0,0,51,61,0
13-03-51,0,35,0,0,0,34,0,0,0,0,0,0,0,51,61,0
13-04-01,0,0,0,0,0,34,0,0,0,0,0,0,0,49,61,0
13-04-11,0,0,37,0,0,0,0,0,0,0,0,0,0,51,61,0
13-04-21,0,0,0,0,0,41,0,0,0,0,0,0,0,52,62,0
13-04-31,0,0,0,0,0,41,0,0,0,0,0,0,0,50,62,0
13-04-41,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,0
13-04-51,0,0,0,0,0,34,0,0,0,0,0,0,0,49,61,0
13-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-05-11,0,0,35,0,0,41,0,0,0,0,0,0,0,51,60,0
13-05-21,0,0,0,0,0,33,0,0,0,0,0,0,0,49,61,0
13-05-31,0,0,0,0,0,33,0,0,0,0,0,0,0,45,61,0
13-05-41,0,0,0,0,0,32,0,0,0,0,0,0,0,50,61,0
13-05-51,0,0,0,0,0,35,0,0,0,0,0,0,0,48,62,0
13-06-01,0,0,0,0,0,35,0,0,0,0,0,0,0,49,61,0
13-06-11,0,0,0,0,0,38,0,0,0,0,0,0,0,48,61,0
13-06-21,0,0,0,0,0,40,0,0,0,0,0,0,0,50,61,0
13-06-31,0,0,0,0,0,38,0,0,0,0,0,0,0,48,61,0
13-06-41,0,0,0,0,0,36,0,0,0,0,0,0,0,50,61,0
13-06-51,0,0,0,0,0,34,0,0,0,0,0,0,0,52,61,0
13-07-01,0,0,0,0,0,39,0,0,0,0,0,0,0,46,61,0
13-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,43,62,0
13-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,0
13-07-41,0,0,0,0,0,37,38,0,0,0,0,0,0,53,61,0
13-07-51,0,0,0,0,0,0,0,0,0,0,0,0,0,52,61,0
13-08-01,0,0,0,0,0,36,0,0,0,0,0,0,0,50,61,0
13-08-11,0,0,0,0,0,0,34,0,0,0,0,0,0,50,61,0
13-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,0
13-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-08-41,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60,0
13-08-51,0,0,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-09-21,0,39,0,0,0,0,0,0,0,0,0,0,0,50,63,0
13-09-31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,0
13-09-41,0,45,0,0,0,0,0,0,0,0,0,0,0,51,61,0
13-09-51,0,46,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-10-01,0,44,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-10-11,0,44,34,0,0,0,0,0,0,0,0,0,0,48,62,0
13-10-21,0,44,0,0,0,0,37,0,0,0,0,0,0,49,62,0
13-10-31,0,44,0,0,0,0,34,0,0,0,0,0,0,51,61,0
13-10-41,0,45,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-10-51,0,46,0,0,0,0,35,0,0,0,0,0,0,47,61,0
13-11-01,0,42,40,0,0,32,0,0,0,0,0,0,0,51,60,0
13-11-11,0,44,0,0,0,0,0,0,0,0,0,0,0,49,60,0
13-11-21,0,45,0,0,0,33,34,0,0,0,0,0,0,51,61,0
13-11-31,0,46,0,0,0,0,37,0,0,0,0,42,0,52,61,0
13-11-41,0,44,0,0,0,32,0,0,0,0,0,33,0,51,62,0
13-11-51,0,46,0,0,0,0,33,0,0,0,0,0,0,51,61,0
13-12-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-12-11,0,47,0,0,0,0,0,0,0,0,0,38,0,52,61,0
13-12-21,0,48,0,0,0,0,0,0,0,0,0,0,0,50,62,0
13-12-31,0,46,0,0,0,0,0,0,0,0,0,0,0,53,61,0
13-12-41,0,45,0,0,0,36,0,0,0,0,0,0,0,50,61,0
13-12-51,0,45,0,0,0,32,0,0,0,0,0,0,0,49,61,0
13-13-01,0,45,0,0,0,0,0,0,0,0,0,39,0,50,60,0
13-13-11,0,46,0,0,0,0,0,0,0,0,0,37,0,47,61,0
13-13-21,0,46,36,0,0,0,0,0,0,0,0,0,0,50,61,0
13-13-31,0,46,0,32,0,0,0,0,0,0,0,0,0,50,61,0
13-13-41,0,46,33,0,0,0,0,0,0,0,0,0,0,50,61,0
13-13-51,0,46,35,0,0,0,0,0,0,0,0,0,0,49,61,0
13-14-01,0,46,35,0,0,0,0,0,0,0,0,0,0,48,61,0
13-14-11,0,45,34,0,0,0,0,0,0,0,0,0,0,46,61,0
13-14-21,0,46,0,0,0,0,0,0,0,0,0,0,0,47,61,0
13-14-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-14-41,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-14-51,0,47,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-15-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-15-11,0,44,0,0,0,0,35,0,0,0,0,0,0,51,61,0
13-15-21,0,44,0,0,0,0,32,0,0,0,0,0,0,52,61,0
13-15-31,0,43,0,0,0,0,33,0,0,0,0,0,0,50,61,0
13-15-41,0,44,0,0,0,0,0,0,0,0,0,0,0,48,62,0
13-15-51,0,44,0,0,0,32,0,0,0,0,0,0,0,49,60,0
13-16-01,0,46,0,0,0,0,33,0,0,0,0,0,0,54,61,0
13-16-11,0,47,0,0,0,0,33,0,0,0,0,0,0,49,61,0
13-16-21,0,44,0,0,0,0,37,0,0,0,0,0,0,46,61,0
13-16-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-16-41,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-16-51,0,47,0,0,0,0,0,0,0,0,0,38,0,48,61,0
13-17-01,0,48,0,0,0,0,0,0,0,0,0,0,0,49,59,0
13-17-11,0,46,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-17-21,0,47,0,0,0,0,0,0,0,0,0,0,0,51,61,0
13-17-31,0,47,0,0,0,0,0,0,0,0,0,0,0,49,62,0
13-17-41,0,48,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-17-51,0,47,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-18-01,0,48,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-18-11,0,43,36,0,0,0,0,0,0,0,0,32,0,50,61,0
13-18-21,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-18-31,0,45,39,0,0,32,0,0,0,0,0,0,0,50,61,0
13-18-41,0,46,43,0,0,0,32,0,0,0,0,0,0,50,61,0
13-18-51,0,46,43,0,0,0,0,0,0,0,0,0,0,48,61,0
13-19-01,0,0,44,0,0,0,0,0,0,0,0,39,0,51,61,0
13-19-11,0,47,41,0,0,0,32,0,0,0,0,33,0,50,61,0
13-19-21,0,46,0,34,0,0,32,0,0,0,0,0,0,50,60,0
13-19-31,0,46,44,0,0,0,32,0,0,0,0,0,0,47,61,0
13-19-41,0,44,0,0,0,0,0,0,0,0,0,33,0,50,61,0
13-19-51,0,46,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-20-01,0,45,44,32,0,0,38,0,0,0,0,0,0,48,61,0
13-20-11,0,45,43,0,0,0,0,0,0,0,0,0,0,48,61,0
13-20-21,0,46,46,0,0,0,36,0,0,0,0,0,0,50,60,0
13-20-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-20-41,0,46,0,0,0,0,34,0,0,0,0,0,0,48,59,0
13-20-51,0,46,38,0,0,0,33,0,0,0,0,0,0,50,61,0
13-21-01,0,45,36,0,0,0,39,0,0,0,0,0,0,48,60,0
13-21-11,0,46,35,0,0,0,0,0,0,0,0,0,0,47,62,0
13-21-21,0,45,35,0,0,0,0,0,0,0,0,0,0,41,61,0
13-21-31,0,46,38,0,0,0,0,0,0,0,0,0,0,49,61,0
13-21-41,0,46,36,0,0,0,34,0,0,0,0,0,0,50,62,0
13-21-51,0,46,43,0,0,0,0,0,0,0,0,0,0,48,61,0
13-22-01,0,46,42,0,0,0,32,0,0,0,0,0,0,50,61,0
13-22-11,0,45,42,0,0,0,34,0,0,0,0,0,0,48,61,0
13-22-21,0,46,40,0,0,0,35,0,0,0,0,0,0,48,61,0
13-22-31,0,45,38,0,0,0,0,0,0,0,0,0,0,50,61,0
13-22-41,0,46,0,0,0,0,32,0,0,0,0,0,0,49,61,0
13-22-51,0,46,0,0,0,0,34,0,0,0,0,0,0,48,61,0
13-23-01,0,43,43,0,0,0,0,0,0,0,0,0,0,51,61,0
13-23-11,0,46,40,0,0,0,0,0,0,0,0,0,0,0,61,0
13-23-21,0,45,41,0,0,0,33,0,0,0,0,0,0,49,60,0
13-23-31,0,45,44,0,0,0,32,0,0,0,0,0,0,50,61,0
13-23-41,0,45,34,0,0,0,32,0,0,0,0,0,0,50,61,0
13-23-51,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-24-01,0,46,32,0,0,0,34,0,0,0,0,0,0,47,61,0
13-24-11,0,46,0,0,0,0,32,0,0,0,0,0,0,0,60,0
13-24-21,0,44,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-24-31,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-24-41,0,46,0,0,0,0,33,0,0,0,0,0,0,48,61,0
13-24-51,0,44,0,0,0,0,0,0,38,0,0,0,0,49,61,0
13-25-01,0,46,0,0,0,0,0,0,40,0,0,0,0,48,61,0
13-25-11,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-25-21,0,46,0,0,0,0,0,0,41,0,0,0,0,49,61,0
13-25-31,0,44,0,0,0,0,33,0,41,0,0,0,0,48,61,0
13-25-41,0,44,32,0,0,0,35,0,42,0,0,0,0,43,61,0
13-25-51,0,44,0,0,0,0,33,0,41,0,0,0,0,50,61,0
13-26-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-26-11,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-26-21,0,46,0,0,0,32,0,0,34,0,0,0,0,50,61,0
13-26-31,0,46,0,0,0,0,0,0,35,0,0,0,0,48,62,0
13-26-41,0,44,0,0,0,0,0,0,37,0,0,0,0,50,61,0
13-26-51,0,45,0,0,0,0,0,0,0,0,0,0,0,49,62,0
13-27-01,0,44,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-27-11,0,44,0,46,0,0,0,0,37,0,0,0,0,49,61,0
13-27-21,0,46,0,0,0,0,0,0,35,0,0,0,0,50,61,0
13-27-31,0,46,0,0,0,0,0,0,32,0,0,0,0,50,61,0
13-27-41,0,46,0,0,0,0,0,0,41,0,0,0,0,43,61,0
13-27-51,0,47,0,0,0,0,0,0,32,0,0,0,0,50,61,0
13-28-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-28-11,0,0,0,0,0,0,0,0,32,0,0,0,0,50,61,0
13-28-21,0,46,0,0,0,0,0,0,34,0,0,0,0,49,61,0
13-28-31,0,45,0,0,0,0,0,0,41,0,0,0,0,50,61,0
13-28-41,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-28-51,0,46,0,0,0,0,0,0,46,0,0,0,0,48,61,0
13-29-01,0,46,0,0,0,0,0,0,41,0,0,0,0,50,62,0
13-29-11,0,45,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-29-21,0,46,0,0,0,0,0,0,35,0,0,0,0,46,61,0
13-29-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-29-41,0,45,0,0,0,0,0,0,39,0,0,0,0,48,61,0
13-29-51,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-30-01,0,46,0,0,0,0,0,0,32,0,0,0,0,50,61,0
13-30-11,0,45,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-30-21,0,46,0,0,0,0,0,0,43,0,0,0,0,46,61,0
13-30-31,0,46,0,0,0,0,0,0,36,0,0,0,0,50,60,0
13-30-41,0,46,0,0,0,0,0,0,37,0,0,0,0,50,60,0
13-30-51,0,46,0,0,0,0,0,0,34,0,0,0,0,50,61,0
13-31-01,0,45,0,0,0,0,0,0,40,0,0,0,0,46,61,0
13-31-11,0,45,0,0,0,0,0,0,40,0,0,0,0,48,61,0
13-31-21,0,45,34,0,0,0,0,0,39,0,0,0,0,47,61,0
13-31-31,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-31-41,0,45,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-31-51,0,45,0,0,0,0,0,0,40,0,0,0,0,49,61,0
13-32-01,0,44,0,0,0,0,0,0,45,0,0,0,0,49,61,0
13-32-11,0,44,0,0,0,0,0,0,0,0,0,0,0,48,60,0
13-32-21,0,44,0,0,0,0,0,0,34,0,0,0,0,49,61,0
13-32-31,0,45,0,0,0,0,0,0,42,0,0,0,0,50,61,0
13-32-41,0,45,0,0,0,0,0,0,41,0,0,0,0,50,61,0
13-32-51,0,44,34,0,0,0,37,0,41,0,0,0,0,50,61,0
13-33-01,0,44,32,0,0,0,32,0,0,0,0,0,0,48,61,0
13-33-11,0,44,0,0,0,0,35,0,0,0,0,0,0,47,61,0
13-33-21,0,42,0,0,0,0,34,0,43,0,0,0,0,50,61,0
13-33-31,0,45,0,0,0,0,36,0,40,0,0,0,0,50,61,0
13-33-41,0,44,0,0,0,0,0,0,0,0,0,0,0,47,61,0
13-33-51,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-34-01,0,45,0,0,0,0,0,0,40,0,0,0,0,49,61,0
13-34-11,0,45,0,0,0,0,0,0,41,0,0,0,0,49,61,0
13-34-21,0,45,0,0,0,0,34,0,39,0,0,0,0,49,61,0
13-34-31,0,46,0,0,0,0,36,0,39,0,0,0,0,50,61,0
13-34-41,0,45,0,0,0,0,37,0,40,0,0,0,0,50,61,0
13-34-51,0,45,0,0,0,33,0,0,40,0,0,0,0,50,62,0
13-35-01,0,43,38,0,0,33,0,0,43,0,0,0,0,50,61,0
13-35-11,0,45,0,0,0,0,39,0,42,0,0,0,0,50,61,0
13-35-21,0,45,0,0,0,0,38,0,39,0,0,0,0,49,61,0
13-35-31,0,44,41,0,0,0,0,0,42,0,0,0,0,48,61,0
13-35-41,0,44,39,0,0,0,39,0,36,0,0,0,0,49,61,0
13-35-51,0,45,37,0,0,0,0,0,42,0,0,0,0,50,60,0
13-36-01,0,44,0,0,0,0,0,0,45,0,0,0,0,47,60,0
13-36-11,0,44,0,0,0,0,0,0,40,0,0,0,0,50,61,0
13-36-21,0,45,0,0,0,0,0,0,46,0,0,0,0,50,61,0
13-36-31,0,45,35,0,0,0,35,0,0,0,0,0,0,48,61,0
13-36-41,0,44,34,0,0,35,0,0,0,0,0,0,0,50,61,0
13-36-51,0,45,0,0,0,0,0,0,42,0,0,0,0,49,61,0
13-37-01,0,45,33,0,0,0,0,0,37,0,0,0,0,48,61,0
13-37-11,0,45,35,0,0,0,0,0,36,0,0,0,0,50,61,0
13-37-21,0,45,0,0,0,0,0,0,40,0,0,0,0,49,61,0
13-37-31,0,44,35,0,0,0,32,0,39,0,0,0,0,48,61,0
13-37-41,0,44,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-37-51,0,45,36,0,0,0,0,0,34,0,0,0,0,47,62,0
13-38-01,0,45,0,0,0,0,34,0,39,0,0,0,0,46,61,0
13-38-11,0,45,0,0,0,0,36,0,34,0,0,0,0,45,61,0
13-38-21,0,45,0,0,0,0,36,0,41,0,0,0,0,50,61,0
13-38-31,0,47,0,0,0,0,0,0,40,0,0,0,0,51,61,0
13-38-41,0,44,33,0,0,0,0,0,40,0,0,34,0,50,61,0
13-38-51,0,45,34,0,0,0,0,0,42,0,0,39,0,0,61,0
13-39-01,0,47,34,0,0,0,32,0,0,0,0,0,0,48,62,0
13-39-11,0,44,0,0,0,0,32,0,0,0,0,0,0,47,61,0
13-39-21,0,45,0,0,0,0,36,0,0,0,0,0,0,50,61,0
13-39-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-39-41,0,45,0,0,0,0,44,0,0,0,0,0,0,48,61,0
13-39-51,0,46,0,0,0,0,0,0,0,0,0,0,0,50,60,0
13-40-01,0,44,33,0,0,0,34,0,0,0,0,0,0,48,60,0
13-40-11,0,45,0,0,0,0,42,0,0,0,0,0,0,50,61,0
13-40-21,0,44,0,0,0,0,32,0,0,0,0,0,0,50,61,0
13-40-31,0,0,37,0,0,0,40,0,0,0,0,0,0,50,61,0
13-40-41,0,45,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-40-51,0,45,0,0,0,32,41,0,0,0,0,0,0,48,61,0
13-41-01,0,47,0,0,0,0,35,0,0,0,0,0,0,48,60,0
13-41-11,0,46,0,0,0,0,34,0,0,0,0,0,0,50,61,0
13-41-21,0,47,0,0,0,0,34,0,0,0,0,0,0,48,61,0
13-41-31,0,46,36,0,0,0,45,0,0,0,0,0,0,50,60,0
13-41-41,0,46,39,0,0,0,0,0,0,0,0,0,0,49,61,0
13-41-51,0,46,0,0,0,0,39,0,0,0,0,0,0,51,62,0
13-42-01,0,46,0,0,0,0,41,0,0,0,0,0,0,50,61,0
13-42-11,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-42-21,0,46,42,0,0,0,0,0,0,0,0,0,0,50,61,0
13-42-31,0,46,0,0,0,0,33,0,0,0,0,0,0,50,62,0
13-42-41,0,47,0,0,0,0,32,0,0,0,0,0,0,50,61,0
13-42-51,0,46,0,0,0,0,44,0,0,0,0,0,0,47,61,0
13-43-01,0,46,34,0,0,0,32,0,0,0,0,0,0,48,61,0
13-43-11,0,46,0,0,0,32,41,0,0,0,0,0,0,51,61,0
13-43-21,0,46,0,0,0,36,32,0,0,0,0,0,0,51,61,0
13-43-31,0,46,33,0,0,32,0,0,0,0,0,0,0,49,60,0
13-43-41,0,46,33,0,0,0,0,0,0,0,0,0,0,50,61,0
13-43-51,0,46,0,0,0,0,0,0,0,0,0,0,0,49,60,0
13-44-01,0,46,32,0,0,0,33,0,0,0,0,0,0,50,61,0
13-44-11,0,48,38,0,0,0,40,0,0,0,0,0,0,50,61,0
13-44-21,0,0,39,0,0,32,0,0,0,0,0,0,0,47,62,0
13-44-31,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-44-41,0,46,0,0,0,39,34,0,0,0,0,0,0,53,61,0
13-44-51,0,46,41,0,0,0,0,0,0,0,0,0,0,48,61,0
13-45-01,0,46,0,0,0,0,42,0,0,0,0,0,0,50,61,0
13-45-11,0,46,0,35,0,0,0,0,0,0,0,0,0,50,62,0
13-45-21,0,46,0,0,0,0,46,0,0,0,0,0,0,51,61,0
13-45-31,0,47,0,0,0,32,36,0,0,0,0,0,0,51,61,0
13-45-41,0,44,36,33,0,0,0,0,0,0,0,0,0,48,60,0
13-45-51,0,46,0,37,0,0,0,0,0,0,0,0,0,49,61,0
13-46-01,0,46,0,32,0,0,0,0,0,0,0,0,0,50,61,0
13-46-11,0,46,0,0,0,0,33,0,0,0,0,0,0,50,61,0
13-46-21,0,46,44,0,0,0,0,0,0,0,0,0,0,50,60,0
13-46-31,0,47,33,32,0,33,0,0,0,0,0,0,0,47,61,0
13-46-41,0,47,44,0,0,32,0,0,0,0,0,0,0,50,61,0
13-46-51,0,47,0,0,0,0,0,0,0,0,0,0,0,50,61,0
